SpO2	VT	Fb	VI	Systolic	Diastolic	VO2	VCO2	RER	PO2	PCO2	MAP	MCAv	PCAv	HR	Barometric Pressure	 
Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Mean	Time
%	L	BPM	L/min	mmHg	mmHg	L/min	L/min	 	mmHg	mmHg	mmHg	cm/s	cm/s	BPM	mmHg	s
0.4375	-1.247524858	6.764374256	9.293054581	100.8050079	-0.859700501	0.039344192	-0.005274825	-0.134068698	143.8126373	1.762415051	0.187957317	62.84627914	34.76970291	71.13664246	729.4879761	4361.43801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.0390625	-0.005177544	-0.132545143	142.1203461	2.924855232	0.036458332	64.36604309	33.08760452	69.38210297	729.4879761	4363.48801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039058447	-0.005175813	-0.132514551	142.0324402	2.924855232	0.145833328	64.36604309	33.08760452	69.38210297	729.4879761	4363.51801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039041519	-0.005168849	-0.132393643	141.8126678	3.054267645	0.2109375	64.36604309	33.08760452	69.38210297	729.4879761	4363.63801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039035797	-0.005166506	-0.132353023	141.592865	3.092864275	0.234375	64.36604309	33.08760452	67.15751648	729.4879761	4363.67801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039028645	-0.00516355	-0.132301539	141.5049744	3.095134735	0.232142851	64.36604309	33.08760452	67.15751648	729.4879761	4363.72801
0.46875	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039013624	-0.005157232	-0.13219054	141.6808014	3.256332397	0.3515625	64.36604309	33.08760452	67.15751648	729.4879761	4363.83301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039010763	-0.005156015	-0.132169038	141.6588135	3.30401063	0.260416657	64.36604309	33.08760452	67.15751648	729.4879761	4363.85301
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039008737	-0.0051551	-0.132152438	141.7247467	3.331255436	-0.125	64.36604309	33.08760452	67.15751648	729.4879761	4363.86801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039004445	-0.005153263	-0.132119894	141.768692	3.403908014	-0.067708336	64.36604309	33.08760452	67.15751648	729.4879761	4363.89801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.039000392	-0.005151419	-0.132086322	141.8346405	3.483371496	-0.1484375	64.36604309	33.08760452	67.15751648	729.4879761	4363.92801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038997531	-0.005150184	-0.132064357	141.9005737	3.560564756	-0.3359375	64.36604309	33.08760452	67.15751648	729.4879761	4363.94801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.03899467	-0.005148944	-0.132042244	141.7906799	3.599161386	-0.296875	64.36604309	33.08760452	67.15751648	729.4879761	4363.96801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038993359	-0.005148322	-0.132030755	141.8566132	3.60597229	-0.194444448	64.36604309	36.61848831	67.15751648	729.4879761	4363.97801
0.34375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038987041	-0.005145513	-0.131980091	141.5489349	3.669543505	-0.296875	61.99897003	36.61848831	67.15751648	729.4879761	4364.02301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038985491	-0.005144885	-0.131969228	141.4830017	3.68543601	-0.5	61.99897003	36.61848831	67.15751648	729.4879761	4364.03301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038981318	-0.005142996	-0.131934896	141.2192688	3.671813488	-0.435096145	61.99897003	36.61848831	67.15751648	729.4879761	4364.06301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038971901	-0.005138868	-0.131860867	140.8676147	3.628676414	-0.487500012	61.99897003	36.61848831	67.15751648	729.4879761	4364.12801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038964987	-0.005135668	-0.131802112	140.9994965	3.437963963	-0.375	61.99897003	36.61848831	67.15751648	729.4879761	4364.17801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038961887	-0.005134383	-0.131779626	141.2192688	3.34260726	-0.197916672	61.99897003	36.61848831	67.15751648	729.4879761	4364.19801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038959503	-0.005133418	-0.131762922	141.3071747	3.244980574	-0.131249994	61.99897003	36.61848831	67.15751648	729.4879761	4364.21301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038956285	-0.005131805	-0.131732419	141.4170685	3.054267645	0	61.99897003	36.61848831	67.15751648	729.4879761	4364.23801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038954616	-0.00513116	-0.131721497	141.4170685	2.974803925	0.102272727	61.99897003	36.61848831	67.15751648	729.4879761	4364.24801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038946867	-0.005127593	-0.13165611	141.6808014	2.475317955	0.03125	61.99897003	36.61848831	67.15751648	729.4879761	4364.30301
0.34375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038945556	-0.005126941	-0.131643817	141.702774	2.407206059	0.234375	61.99897003	36.61848831	67.15751648	729.4879761	4364.31301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038939714	-0.005124324	-0.131596342	142.1203461	2.06664753	0.25	61.99897003	30.07871437	67.15751648	729.4879761	4364.35301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038937569	-0.005123336	-0.131578222	142.2961731	1.95085752	0.25	61.99897003	30.07871437	67.15751648	729.4879761	4364.36801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038915992	-0.005113231	-0.131391525	143.3291321	1.033619761	0.25	61.99897003	30.07871437	67.15751648	729.4879761	4364.51801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038908482	-0.005109455	-0.131319806	143.3950653	0.847447634	0.2578125	61.99897003	30.07871437	69.4847641	729.4879761	4364.57301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038902998	-0.005106697	-0.131267443	143.8565979	0.752091289	0.07421875	61.99897003	30.07871437	69.4847641	729.4879761	4364.61301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038897395	-0.005103933	-0.131215289	144.3181305	0.695331454	-0.194444448	61.99897003	30.07871437	69.4847641	729.4879761	4364.65301
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038890719	-0.005100812	-0.131157577	144.4719696	0.615867794	-0.229166672	61.99897003	30.07871437	69.4847641	729.4879761	4364.69801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038888693	-0.005099769	-0.13113758	144.5598755	0.618138135	-0.383928567	61.99897003	30.07871437	69.4847641	729.4879761	4364.71301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.03887403	-0.005092437	-0.130998448	144.8236084	0.64311254	-0.378125012	61.99897003	30.07871437	69.4847641	729.4879761	4364.81801
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038866758	-0.005088917	-0.130932391	144.7796631	0.60224551	-0.09375	61.99897003	35.78715134	69.4847641	729.4879761	4364.86801
0.34375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.03886342	-0.005087147	-0.130898058	144.6038361	0.59997505	-0.328125	61.99897003	35.78715134	69.4847641	729.4879761	4364.89301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.03886044	-0.005085724	-0.130871505	144.5379028	0.631760597	-0.013020833	61.99897003	35.78715134	69.4847641	729.4879761	4364.91301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038852215	-0.005081432	-0.130788744	144.6477966	0.649923682	-0.162499994	61.24906921	35.78715134	69.4847641	729.4879761	4364.97301
0.375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038848639	-0.005079634	-0.130754501	144.8016357	0.624949336	-0.020833334	61.24906921	35.78715134	69.4847641	729.4879761	4364.99801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038846374	-0.005078554	-0.13073431	144.867569	0.624949336	0.0546875	61.24906921	35.78715134	69.4847641	729.4879761	4365.01301
0.46875	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038838267	-0.005074224	-0.130650118	144.9335022	0.661275625	0.0625	61.24906921	35.78715134	69.4847641	729.4879761	4365.07301
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038837075	-0.005073501	-0.1306355	144.9335022	0.636301279	0.137500003	61.24906921	35.78715134	69.4847641	729.4879761	4365.08301
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.03883338	-0.005071693	-0.130601376	144.8895416	0.652194023	0.161458328	61.24906921	35.78715134	69.4847641	729.4879761	4365.10801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038501143	-0.00506105	-0.13145195	145.0653687	0.976859927	0.265625	61.24906921	35.78715134	69.4847641	729.4879761	4365.25801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038499594	-0.00506031	-0.131438017	145.0873413	1.044971704	0.107812502	61.24906921	35.78715134	69.4847641	729.4879761	4365.26801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038485289	-0.00505284	-0.131292775	144.1423035	3.42888236	-0.265625	61.24906921	31.51599693	69.4847641	729.4879761	4365.36801
0.4375	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038483858	-0.005052087	-0.131278083	143.9005432	3.937449694	-0.1875	61.24906921	31.51599693	69.4847641	729.4879761	4365.37801
0.40625	-1.247524858	6.764374256	9.293054581	#NUM!	#NUM!	0.038481951	-0.005050957	-0.131255224	143.5489044	4.7388978	0.345650852	61.24906921	31.51599693	69.4847641	729.4879761	4365.39301
0.40625	-0.65396142	12.32032871	8.872704506	#NUM!	#NUM!	0.036575317	-0.004679651	-0.127945617	99.5275116	37.95244598	146.7719879	62.03022003	32.01902008	67.79664612	729.4879761	4367.44801
0.34375	-0.65396142	12.32032871	8.872704506	#NUM!	#NUM!	0.036478639	-0.004649633	-0.127461806	99.70332336	37.2531662	146.7719879	61.04396057	31.65193939	53.50679398	729.4879761	4368.11301
0.375	-0.65396142	12.32032871	8.872704506	100.7513046	-0.976004481	0.034490228	-0.004920254	-0.142656475	99.32970428	38.1454277	146.7719879	59.1230011	29.0147171	69.61230469	729.4879761	4372.12801
0.4375	-0.833904803	16.80672264	15.43409348	100.751564	-1.032608747	0.059634686	-0.011320878	-0.189837128	142.4060669	1.176654339	146.7719879	58.19692993	28.28441238	71.86248779	729.4879761	4373.36801
0.375	-0.833904803	16.80672264	15.43409348	100.751564	-1.032608747	0.059616804	-0.011549466	-0.193728373	142.9335175	0.876962781	1.522797108	58.19692993	28.28441238	71.86248779	729.4879761	4373.43801
0.375	-0.833904803	16.80672264	15.43409348	104.1576843	-4.307393074	0.061322927	-0.013863902	-0.226080224	144.5159302	1.508131504	56.82228088	56.72922897	27.63095284	70.19030762	729.4879761	4374.04801
0.40625	-0.833904803	16.80672264	15.43409348	100.6252594	-0.918252826	0.060935974	-0.019334316	-0.317289025	100.8022079	36.32684708	56.82228088	57.83982086	29.51264381	68.24828339	729.4879761	4375.35301
0.46875	-0.833904803	16.80672264	15.43409348	100.6252594	-0.918252826	0.06090641	-0.019691674	-0.323310375	100.8901291	36.67194366	40.03953171	57.83982086	29.51264381	68.24828339	729.4879761	4375.43801
0.4375	-0.729232192	11.08033276	8.898160934	100.6252594	-0.918252826	0.03420496	-0.012835006	-0.37523815	100.1648636	37.07607651	40.03953171	57.83982086	29.51264381	72.72332001	729.4879761	4376.04801
0.40625	-0.729232192	11.08033276	8.898160934	100.6252594	-0.918252826	0.03413856	-0.013788814	-0.403907299	99.98903656	37.1146698	0.261883795	57.60584259	28.60546875	72.72332001	729.4879761	4376.43801
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033966303	-0.01909869	-0.562283456	144.7357025	0.225360557	0.245535716	55.38300323	29.94457626	74.98677826	729.4879761	4378.56801
0.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033962846	-0.019187378	-0.564952016	144.867569	0.334339351	0.109375	55.38300323	29.94457626	74.98677826	729.4879761	4378.60301
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033952355	-0.019441031	-0.572597444	144.6258087	2.050754786	-0.1015625	55.38300323	29.94457626	74.98677826	729.4879761	4378.70301
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033948183	-0.019542607	-0.575659871	143.8126373	3.971505404	0.017045455	55.38300323	29.94457626	74.98677826	729.4879761	4378.74301
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.03394258	-0.019682385	-0.579872966	141.9225311	7.92652607	-0.00625	55.38300323	29.94457626	74.98677826	729.4879761	4378.79801
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033940077	-0.019745959	-0.581788898	140.6038971	9.888144493	-0.59375	55.38300323	29.94457626	74.98677826	729.4879761	4378.82301
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033937812	-0.019809557	-0.58370167	139.1533508	11.9042511	-0.322916657	55.38300323	29.94457626	74.98677826	729.4879761	4378.84801
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033936381	-0.019847725	-0.584850967	138.1423645	13.10755825	-0.416666657	55.38300323	29.94457626	74.98677826	729.4879761	4378.86301
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.03393352	-0.019924087	-0.587150633	135.7687836	15.72531891	-0.505681813	55.38300323	29.94457626	74.98677826	729.4879761	4378.89301
0.34375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033927917	-0.020064162	-0.591376185	130.6699524	20.4704361	-0.569196403	55.38300323	29.94457626	74.98677826	729.4879761	4378.94801
0.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033920884	-0.0202426	-0.5967592	123.2634506	25.05435562	0.072916664	55.38300323	29.94457626	66.60877991	729.4879761	4379.01801
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033919454	-0.020280862	-0.597912431	121.6151199	25.90348053	-0.044642858	55.38300323	29.94457626	66.60877991	729.4879761	4379.03301
0.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033915997	-0.02037017	-0.600606561	117.9668274	27.60400391	-0.28125	55.38300323	29.94457626	66.60877991	729.4879761	4379.06801
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033915043	-0.020395698	-0.601376176	117.0217819	28.01040459	-0.206249997	55.38300323	29.94457626	66.60877991	729.4879761	4379.07801
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033912897	-0.020459531	-0.603296459	114.8679581	29.01618576	0.213750005	55.38300323	29.94457626	66.60877991	729.4879761	4379.10301
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033901572	-0.020779029	-0.612922251	107.0878448	32.02672577	0.28125	55.38300323	29.94457626	66.60877991	729.4879761	4379.22801
0.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.0338974	-0.020894194	-0.616395176	105.4395142	32.55345535	0.21875	55.38300323	29.94457626	66.60877991	729.4879761	4379.27301
0.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.03389442	-0.020983821	-0.619093657	104.4285431	32.93715286	0.022727273	55.38300323	29.94457626	66.60877991	729.4879761	4379.30801
0.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033890009	-0.021124758	-0.623332918	103.0439453	33.34809113	0.212500006	55.38300323	29.983778	66.60877991	729.4879761	4379.36301
0.46875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033887744	-0.021188857	-0.625266075	102.6263657	33.50247955	0.214285716	54.87482452	29.983778	66.60877991	729.4879761	4379.38801
0.40625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033884645	-0.021278633	-0.627972722	102.3186798	33.71589661	0.21041666	54.87482452	29.983778	66.60877991	729.4879761	4379.42301
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033878446	-0.021471087	-0.63376838	101.8791275	34.08142853	-0.169642851	54.87482452	29.983778	66.60877991	729.4879761	4379.49801
0.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033872843	-0.021650789	-0.639178395	101.3956146	34.59453583	-0.24573864	54.87482452	29.983778	66.60877991	729.4879761	4379.56801
26.90625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033863425	-0.021933245	-0.647697151	101.4835281	35.31425095	-0.21484375	54.87482452	29.983778	66.60877991	729.4879761	4379.67801
86.875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033860326	-0.022035979	-0.650790513	101.4395752	35.50950241	-0.15625	54.87482452	29.983778	66.60877991	729.4879761	4379.71801
107.6875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033857465	-0.022125885	-0.653500915	101.1099091	35.65707779	-0.276041657	54.87482452	29.983778	66.60877991	729.4879761	4379.75301
106.03125	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033854961	-0.02220295	-0.655825615	100.6263962	35.72064972	0.044642858	54.87482452	29.983778	66.60877991	729.4879761	4379.78301
100.09375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.03385222	-0.022292862	-0.658534706	100.6044159	35.87049866	0.109375	54.87482452	29.983778	66.60877991	729.4879761	4379.81801
97.6875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033847451	-0.022447025	-0.663182139	100.560463	36.05893707	0.279017866	54.87482452	29.983778	66.60877991	729.4879761	4379.87801
99.4375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033841848	-0.022626935	-0.668608129	100.1648636	36.4199295	0.319196433	54.87482452	29.983778	64.6440506	729.4879761	4379.94801
99.3125	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033836603	-0.022806887	-0.674030006	100.1209106	36.5538826	0.137500003	54.87482452	29.983778	64.6440506	729.4879761	4380.01801
99.1875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033824921	-0.023192614	-0.685666502	100.1428909	37.09650803	0.084134616	54.87482452	29.983778	64.6440506	729.4879761	4380.16801
99.3125	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033820033	-0.023359839	-0.690710127	99.70332336	37.18051147	-0.1875	54.87482452	29.983778	64.6440506	729.4879761	4380.23301
99.1875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033818364	-0.023411309	-0.692266166	99.70332336	37.23500061	-0.02734375	54.87482452	29.15455246	64.6440506	729.4879761	4380.25301
99.1875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033815861	-0.023514269	-0.695362151	99.74729156	37.41663361	0.1875	53.84746552	29.15455246	64.6440506	729.4879761	4380.29301
99.0625	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033815026	-0.023540013	-0.696140587	99.70332336	37.43025589	-0.1640625	53.84746552	29.15455246	64.6440506	729.4879761	4380.30301
99.375	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033813596	-0.023591504	-0.697692812	99.59344482	37.48928833	-0.4375	53.84746552	29.15455246	64.6440506	729.4879761	4380.32301
99.21875	-0.729232192	11.08033276	8.898160934	#NUM!	#NUM!	0.033811331	-0.023668751	-0.700024247	99.41762543	37.50517654	0.323090702	53.84746552	29.15455246	64.6440506	729.4879761	4380.35301
99.25	-1.14788878	11.27819538	14.25676632	#NUM!	#NUM!	0.056948423	-0.046517037	-0.816827476	142.0324402	1.453642011	146.8560333	53.61235428	29.33778954	68.70373535	729.4879761	4382.44801
99.4375	-1.14788878	11.27819538	14.25676632	#NUM!	#NUM!	0.056928396	-0.048104085	-0.844992816	143.7466888	0.75663203	146.8560333	53.61235428	29.33778954	69.70117188	729.4879761	4382.84301
97.28125	-0.756977141	2.392344475	1.994288921	100.7748795	-0.879394531	0.019528329	-0.008935739	-0.457578272	102.3406601	32.63064957	146.8560333	57.81398773	30.6233387	66.5741272	729.4879761	4387.32801
97.28125	-0.756977141	2.392344475	1.994288921	105.9678574	-6.028097153	0.019327283	-0.008923749	-0.461717755	119.4393311	21.80088425	146.8560333	57.11145782	31.24762154	66.29135895	729.4879761	4388.04801
97.4375	-0.756977141	2.392344475	1.994288921	105.9678574	-6.028097153	0.0193519	-0.008831658	-0.456371665	108.7801361	31.48410034	3.169102907	57.59992981	31.48952484	66.29135895	729.4879761	4388.42801
97.25	-0.756977141	2.392344475	1.994288921	105.8405914	-0.940650225	0.007503539	-0.008566468	-1.141656995	101.4615402	35.47999191	56.83374405	57.59992981	31.48952484	65.54763794	729.4879761	4389.04801
97.5	-0.756977141	2.392344475	1.994288921	100.7609406	-0.87510556	0.007620096	-0.007889301	-1.035328269	142.5159454	0.890585125	56.83374405	58.18190002	36.83229065	68.80644226	729.4879761	4390.26801
97.34375	-0.756977141	2.392344475	1.994288921	100.7609406	-0.87510556	0.008455038	-0.007793152	-0.921716929	144.1423035	0.79522872	39.79240036	58.18190002	30.82228279	68.80644226	729.4879761	4390.43801
97.28125	-0.756977141	2.392344475	1.994288921	100.7609406	-0.87510556	0.008530527	-0.007408995	-0.868527174	106.4724655	32.27647018	39.79240036	59.55126572	33.24511337	67.50932312	729.4879761	4391.11801
97.3125	-0.756977141	2.392344475	1.994288921	100.7609406	-0.87510556	0.0085648	-0.007229172	-0.84405613	101.8571548	34.81249237	0.582950354	59.55126572	33.24511337	67.50932312	729.4879761	4391.43301
97.34375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008775562	-0.006036351	-0.687859237	101.8351746	36.03850555	0.291666657	58.28499985	33.08255005	66.31495667	729.4879761	4393.47301
97.25	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008777082	-0.006027399	-0.686720073	101.9011078	36.01807404	0.121875003	58.28499985	33.08255005	66.31495667	729.4879761	4393.48801
97.46875	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008781999	-0.005997535	-0.682935059	102.010994	36.02488327	-0.071180552	58.28499985	33.08255005	66.31495667	729.4879761	4393.53801
97.53125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.00879097	-0.005943708	-0.676115096	101.8351746	36.02715302	-0.328125	58.28499985	33.08255005	66.31495667	729.4879761	4393.62801
97.40625	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.00879395	-0.005925743	-0.673843205	101.8131943	35.99309921	-0.322916657	58.28499985	32.83576584	66.31495667	729.4879761	4393.65801
97.21875	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.00879693	-0.005907768	-0.671571553	101.9670334	35.95223236	-0.290865392	58.28499985	32.83576584	66.31495667	729.4879761	4393.68801
97.28125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008803278	-0.005868784	-0.666658878	101.9230804	35.915905	-0.065972224	57.5262413	32.83576584	66.31495667	729.4879761	4393.75301
97.34375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008807749	-0.005841766	-0.663253009	101.8571548	35.91136551	-0.267045468	57.5262413	32.83576584	66.31495667	729.4879761	4393.79801
97.46875	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008813202	-0.005808713	-0.659092188	101.7033081	35.87503815	-0.091346152	57.5262413	32.83576584	66.31495667	729.4879761	4393.85301
97.3125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.00881952	-0.00576961	-0.654186368	101.8791275	35.8341713	0.049107142	57.5262413	32.83576584	66.31495667	729.4879761	4393.91801
97.3125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008823037	-0.005748536	-0.65153712	102.0989075	35.77514267	0.16458334	57.5262413	32.83576584	66.31495667	729.4879761	4393.95301
97.59375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008830398	-0.005703336	-0.645875275	102.1648407	35.68205261	0.234375	57.5262413	32.83576584	66.31495667	729.4879761	4394.02801
97.375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008837312	-0.005661093	-0.640589833	101.9670334	35.86368561	0.209374994	57.5262413	32.83576584	66.31495667	729.4879761	4394.09801
97.46875	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.00884223	-0.005630885	-0.636817277	101.6813278	36.10434723	0.162499994	57.5262413	32.83576584	66.31495667	729.4879761	4394.14801
97.4375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008844614	-0.00561577	-0.63493675	101.4395752	36.27235413	0.196759254	57.5262413	32.83576584	66.31495667	729.4879761	4394.17301
97.53125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008857667	-0.00553402	-0.624771714	100.4505768	37.10104752	-0.3125	57.5262413	32.83576584	68.31808472	729.4879761	4394.30801
97.21875	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008528411	-0.00544025	-0.637897253	99.065979	37.04655838	-0.640625	57.5262413	32.83576584	68.31808472	729.4879761	4394.46301
97.28125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008532196	-0.005415955	-0.634766817	98.93410492	36.97390747	-0.375	57.5262413	32.83576584	68.31808472	729.4879761	4394.50301
97.46875	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008534163	-0.005403807	-0.633197069	98.95608521	36.90125275	-0.178571433	57.5262413	32.83576584	68.31808472	729.4879761	4394.52301
97.28125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008540899	-0.005361294	-0.627720118	99.28575134	36.48804474	-0.078125	57.5262413	36.75554276	68.31808472	729.4879761	4394.59301
97.53125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008541852	-0.005355221	-0.626939058	99.28575134	36.39722824	-0.046875	57.31874847	36.75554276	68.31808472	729.4879761	4394.60301
97.25	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008543819	-0.005343076	-0.625373244	99.46157837	36.22921753	-0.263392866	57.31874847	36.75554276	68.31808472	729.4879761	4394.62301
97.34375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008547127	-0.005321821	-0.622644424	99.92311096	35.9068222	0.247395828	57.31874847	36.75554276	68.31808472	729.4879761	4394.65801
97.28125	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008552909	-0.005285387	-0.617963731	100.8022079	34.88741684	0.21875	57.31874847	36.75554276	68.31808472	729.4879761	4394.71801
97.375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008558631	-0.005248953	-0.613293529	101.7033081	32.89628601	0.102678575	57.31874847	36.75554276	68.31808472	729.4879761	4394.77801
97.4375	-0.756977141	2.392344475	1.994288921	#NUM!	#NUM!	0.008561999	-0.0052277	-0.610570073	102.8461533	31.10267639	0.227500007	57.31874847	36.75554276	68.31808472	729.4879761	4394.81301
