"bins","Time_mean","stage","SpO2_mean","SpO2_sem","MAP_mean","MAP_sem","MCAv_mean","MCAv_sem","PCAv_mean","PCAv_sem","HR_mean","HR_sem","nBeats","FeCO2_mean","FeCO2_sem","Volume_mean","Volume_sem","VT_mean","VT_sem","Fb_mean","Fb_sem","VI_mean","VI_sem","VE_mean","VE_sem","PETCO2_mean","PETCO2_sem","PETO2_mean","PETO2_sem","VO2_mean","VO2_sem","VCO2_mean","VCO2_sem","RER_mean","RER_sem","PO2_mean","PO2_sem","PCO2_mean","PCO2_sem","nBreaths"
"(1748,1763]",1755.45033333333,"bl",99,0.1,81.5,0.6,50,1.3,47.4,1.1,51.7,3.4,15,3,0.1,1.6,0.2,-2.1,0.5,7.8,1.5,17.6,0.5,17.6,0.5,32,0,112,1.8,0,0,0,0,1,0,115.4,0.8,31.9,0.1,2
"(1943,1958]",1950.13157894737,"2",88.7,0.1,92.3,1.2,85.2,0.9,83.6,0.9,52.5,6.3,19,5,0,3.4,0.1,-3.2,0.1,12.6,0.2,45.2,1.5,40.8,1.4,35.9,0.1,49,0.1,5,0,2,0,0,0,50.1,0.5,35.7,0.2,4
"(2108,2123]",2115.08428571429,"4",86.2,0.1,97.6,0.9,87.1,0.8,86.9,0.7,58.1,10.2,21,5.5,0,3.8,0,-3.5,0,17.8,0.3,69.2,1.2,62.6,1.1,38.3,0.1,48,0.2,8,0,3,0,0,0,49.2,0.1,38.1,0.1,4
"(2303,2318]",2310.53090909091,"6",86.4,0.2,99.2,0.8,91.1,0.6,94.4,0.7,43.6,4.8,22,5.9,0,3.5,0.1,-3.2,0.1,21.2,0.3,74.1,0.8,67.4,0.7,40.9,0.2,46.7,0.5,8,0,3,0,0,0,49.6,0.3,40,0,6
