"bins","Time_mean","SpO2_mean","SpO2_sem","nBeats","VE_mean","VE_sem","PCO2_mean","PCO2_sem","nBreaths"
"(-123.9,-93.89]",-108.860477148387,97.4183467741936,0.0211341232683025,33,11.62983322,1.54742718,39.39779663,0.890857700000002,2
"(-93.89,-63.89]",-78.8412836,97.4015151515152,0.0160409371368228,29,11.251769065,0.249920845,39.11940575,0.14476204,4
"(-63.89,-33.89]",-49.2127987515152,97.4242424242424,0.0220144996899009,31,11.3160371766667,0.331630517764356,39.4868825266667,0.17394471620227,4
"(-33.89,-3.894]",-19.67268985,97.4189453125,0.0190778716921805,31,10.978528025,0.324528695000001,39.431203845,0.0556774149999981,3
"(-3.894,26.11]",11.3420021142857,97.6142857142857,0.0682124570787498,34,11.10715914,0.3956542,39.475748065,0.100221635,3
"(26.11,56.11]",41.3632618545455,98.3248106060606,0.0426379612812734,29,14.9504213333333,0.829448077702886,38.94494502,0.119475404677583,3
"(56.11,86.11]",71.9771646758621,98.15625,0.0889174208343478,27,15.53864797,1.08828376962024,36.9479408233333,0.167159769553951,3
"(86.11,116.1]",100.614625490909,98.2386363636364,0.0721151776724092,33,15.62648034,0.115036997806826,38.10048771,0.132501466082812,4
"(116.1,146.1]",131.36293515,98.03515625,0.0877371812433602,31,15.14895884,1.35533417573525,38.74450302,0.209054959470577,2
"(146.1,176.1]",160.902245811765,98.3943014705882,0.0176527733710167,33,15.01431529,1.75244738539142,39.0488777166667,0.193019427949182,3
"(176.1,206.1]",190.777748658065,97.9707661290323,0.0902102285818567,32,15.30715211,1.16335889577181,40.1698735566667,0.410126834194455,2
"(206.1,236.1]",220.9902789,98.029296875,0.0905443352332444,35,13.4863348,1.07983108608331,38.9746411633333,0.296580099617828,2
"(236.1,266.1]",250.814049733333,98.1614583333333,0.0872003712913683,33,15.4905509966667,0.508590090886349,39.21220271,0.0659839915133415,3
"(266.1,296.1]",280.941069058824,97.6994485294118,0.0783782071610317,33,13.47217655,0.963873190042765,39.2493222566667,0.163829226046894,4
"(296.1,326.1]",310.81980975,97.4765625,0.0457914069295617,32,14.8722979233333,0.367897648434283,39.3977979,0.328078222885586,3
"(326.1,356.1]",340.953877290323,97.9324596774194,0.0914835441874292,34,22.06033516,2.50426729882653,38.46982193,0.22651641830163,3
"(356.1,386.1]",371.34355975,98.853515625,0.090321175173183,32,32.709512235,1.7859048647682,40.6505641925,0.293551979165875,3
"(386.1,416.1]",402.117287428571,99.3660714285714,0.0245798620670781,30,39.0323575333333,0.709586825930089,41.2463239066667,0.27216052238368,3
"(416.1,446.1]",430.822655393939,99.3816287878788,0.0176670769003841,32,43.15277481,2.97730962410797,42.209563255,0.267931581270793,3
"(446.1,476.1]",461.741493777778,99.4398148148148,0.0226213197751066,31,37.7899347933333,0.849527563392279,42.8053232833333,0.270026172417975,3
"(476.1,506.1]",490.667509103448,99.4019396551724,0.0228844402818915,32,36.8581943525,1.43175506012226,41.8754930475,0.125450643166157,4
"(506.1,536.1]",520.384049333333,99.4229166666667,0.0206927729531453,28,37.71664937,3.26840782349834,42.0777893066667,0.655945308357587,3
"(536.1,566.1]",550.9696535,99.4072265625,0.0216235355163696,33,41.054177285,1.21432138330168,44.0024118425,0.305285232393315,4
"(566.1,596.1]",581.038232129032,99.4052419354839,0.0203652319545666,29,45.3535633075,0.586598881200513,43.9745731325,0.141297064115585,4
"(596.1,626.1]",612.120440137931,99.40625,0.0193086919540234,30,42.1755981425,1.17320109147257,44.0525197975,0.280978551260021,3
"(626.1,656.1]",641.149928121212,99.3693181818182,0.0180654791789445,32,45.181024172,1.05043663352972,43.540280152,0.295127243503281,4
"(656.1,686.1]",671.265612551724,99.4396551724138,0.0192419950640391,29,45.189293865,2.1737175447975,43.98013973,0.286712394986835,4
"(686.1,716.1]",701.1134035,99.4052734375,0.0192128469474066,33,47.94896221,3.71760168905764,44.53692436,0.555624465740002,5
"(716.1,746.1]",730.702655393939,99.3768939393939,0.0185446553291346,29,47.8822708133333,4.26516493294826,46.5469182366667,0.417254713399303,4
"(746.1,776.1]",761.656140242424,99.3920454545455,0.0214640662057635,32,50.0034694675,1.55749908768449,45.639359475,0.217906679749387,4
"(776.1,806.1]",790.854922896552,99.3965517241379,0.0200483996392681,33,53.81226349,5.2308340105276,45.6672010425,0.209812098408232,3
