"Time","SpO2","MCAv","HR"
503.103716,99.53125,59.61831284,64.55452728
504.103716,99.5,56.67178345,74.55155182
505.053716,99.25,64.19425964,80.07339478
505.868716,99.21875,67.58205414,129.8479462
506.613716,99.28125,65.0041275,106.5101624
507.348716,99.25,60.47714615,52.42918777
508.178716,99.4375,60.47714615,55.194561
509.303716,99.4375,60.31095123,208.2865295
510.403716,99.28125,58.32389069,57.25933838
511.463716,99.4375,57.72839737,65.74505615
512.528716,99.53125,58.09709167,74.71135712
513.438716,99.3125,62.64324951,124.2575989
514.243716,99.40625,64.10264587,110.7807617
515.003716,99.34375,62.25087738,53.04644394
515.823716,99.4375,62.25087738,58.23276901
516.943716,99.4375,60.54176712,58.54316711
517.973716,99.25,61.2941246,59.0210495
519.003716,99.40625,54.69346237,69.00935364
520.023716,99.4375,59.54999924,78.14633179
520.898716,99.4375,62.65076065,80.2065506
524.298716,99.53125,58.94034195,59.88250732
525.333716,99.25,60.39775467,60.62768555
526.338716,99.5,54.70942688,71.83760834
527.338716,99.53125,59.02569962,80.06645966
528.178716,99.5625,64.88431549,133.938858
528.923716,99.4375,64.30924225,82.18777466
529.643716,99.5,60.2005043,68.69877625
530.358716,99.28125,60.62630844,55.89868927
531.228716,99.375,60.62630844,60.88835907
532.288716,99.375,58.34422302,62.96045303
533.283716,99.5,57.06891632,66.43170166
534.243716,99.5625,56.36709213,73.73007965
535.153716,99.5,58.81809998,78.92745209
535.928716,99.34375,59.71743774,83.13028717
536.728716,99.375,59.83911896,81.66724396
537.448716,99.34375,61.47635651,78.40919495
538.173716,99.34375,60.6567421,95.27220917
538.933716,99.34375,60.6567421,57.75318909
539.828716,99.4375,59.28180695,61.37044907
540.868716,99.46875,58.18393707,65.39781952
541.858716,99.5,57.02972412,75.20913696
542.783716,99.3125,59.76138306,81.60164642
543.578716,99.5625,62.48112106,83.98648834
544.308716,99.53125,65.21920776,87.68269348
545.028716,99.5,69.28726196,85.70550537
545.708716,99.5,64.8576355,123.8301239
546.403716,99.625,62.89818954,56.42531586
547.158716,99.25,62.89818954,60.78788757
548.208716,99.3125,63.64129257,61.73925018
549.208716,99.28125,61.29161072,62.85783768
550.178716,99.5,57.36893845,65.01532745
551.133716,99.5,59.79996109,76.92212677
552.018716,99.5,63.58380508,83.84941101
552.853716,99.4375,65.54614258,137.9986572
553.563716,99.5625,69.7589035,82.10538483
554.268716,99.5625,61.07184601,54.53958511
554.993716,99.40625,61.07184601,58.23779678
556.078716,99.34375,62.38928604,58.86457825
557.113716,99.34375,62.76046753,59.8382225
558.143716,99.25,59.70573044,62.60449219
559.148716,99.59375,56.6829834,75.77953339
560.053716,99.5,66.29311371,132.4978333
560.848716,99.21875,66.34899902,82.00719452
561.633716,99.3125,60.77664566,76.81310272
562.358716,99.40625,60.77664566,60.95367432
563.388716,99.59375,64.55121613,61.8159523
564.383716,99.28125,62.63141632,61.3851738
565.368716,99.1875,59.94618988,68.88108826
566.343716,99.34375,62.43335724,76.60943604
567.208716,99.25,62.89701843,82.58306122
568.003716,99.4375,66.1890564,119.7546997
568.728716,99.28125,56.53717804,54.55854034
569.483716,99.46875,56.53717804,59.39912033
570.563716,99.40625,60.63119125,61.66808701
571.513716,99.1875,60.33367538,62.09534454
572.503716,99.40625,56.5903511,66.4571228
573.468716,99.5,54.23712158,78.49446869
574.388716,99.5,63.40372849,83.03511047
575.148716,99.53125,64.28240967,82.68917084
575.863716,99.40625,63.91725922,69.36392975
576.578716,99.28125,63.91725922,53.35966492
577.433716,99.25,56.82336426,58.77595139
578.558716,99.5,61.60766983,61.61220169
579.588716,99.5,57.07627106,61.57730865
580.568716,99.3125,55.53498459,68.61901093
581.553716,99.21875,60.62260818,73.66769409
582.428716,99.5,60.62260818,113.1217804
583.238716,99.5625,62.26193237,73.98957062
584.088716,99.34375,59.00345612,57.79734421
585.163716,99.3125,58.98983383,58.90266418
588.173716,99.5,56.8338356,71.94792938
589.123716,99.28125,61.6620369,79.85488129
589.958716,99.59375,64.30741882,119.8686829
590.773716,99.5,60.5135231,92.39066315
591.528716,99.40625,58.83162689,53.75236511
592.438716,99.5625,58.83162689,60.15777969
593.553716,99.3125,60.50665665,63.17374039
594.548716,99.375,58.17899323,67.64844513
595.443716,99.25,59.61769867,75.25007629
596.348716,99.28125,57.40058899,132.3809357
597.203716,99.28125,66.17622375,84.15435028
597.943716,99.53125,62.66245651,301.769104
598.648716,99.5,60.35877228,57.68971252
599.418716,99.25,60.35877228,72.27935791
600.453716,99.40625,58.96999359,68.00386047
601.288716,99.5,58.96999359,79.89386749
602.188716,99.34375,58.06521606,392.9902039
602.948716,99.28125,61.81023788,87.67514038
603.693716,99.4375,56.29995346,76.48252869
604.328716,99.53125,52.52929688,76.48252869
605.048716,99.5,54.23075485,81.9905014
605.908716,99.28125,54.25498962,85.16401672
606.583716,99.5625,50.58680725,84.83625031
607.278716,99.5,51.10091019,87.1974411
607.928716,99.53125,46.90343094,90.83779144
608.618716,99.3125,48.09573364,91.43641663
609.293716,99.34375,48.55841446,95.27429199
609.923716,99.28125,50.10360718,95.73067474
610.578716,99.34375,46.20942688,96.33264923
611.203716,99.21875,44.95107651,96.93317413
611.838716,99.46875,44.64984512,96.65655518
612.463716,99.53125,45.92987061,93.37273407
613.068716,99.3125,43.05109024,92.26685333
613.688716,99.5625,39.56060791,91.63374329
614.333716,99.34375,36.72039413,91.63374329
614.978716,99.4375,33.86343384,95.02721405
615.658716,99.375,34.74274826,96.60520172
616.298716,99.40625,39.18216324,92.4783783
616.983716,99.53125,40.61540222,89.45671844
617.528716,99.59375,41.6328125,89.45671844
618.163716,99.28125,40.43844604,90.90485382
618.838716,99.40625,40.3313942,92.278862
619.563716,99.34375,40.18635178,88.04544067
620.203716,99.34375,39.47104645,88.04544067
620.873716,99.53125,37.79182434,89.80739594
621.568716,99.5625,36.52709961,83.36276245
622.233716,99.5,35.71022797,85.28282166
622.943716,99.5,34.27740097,86.49266052
623.613716,99.25,35.45382309,89.92401886
624.358716,99.34375,35.13498306,81.97440338
624.978716,99.5,34.75608063,81.2618866
625.708716,99.25,34.13489151,86.17063904
626.448716,99.625,32.72924423,88.02662659
627.143716,99.5,33.95499039,89.66699982
627.838716,99.3125,33.82765961,88.05728149
628.503716,99.40625,32.35364151,85.55914307
629.163716,99.40625,31.34506989,84.86777496
629.853716,99.25,31.10610962,91.05813599
630.618716,99.5,30.29543304,88.02694702
631.218716,99.59375,31.35161972,88.02694702
631.868716,99.28125,31.41197205,85.87992096
632.538716,99.5625,30.71058846,88.47392273
633.248716,99.53125,31.22741699,87.76467896
633.918716,99.3125,30.859375,85.72055054
634.598716,99.3125,31.43515015,91.19104767
635.298716,99.53125,31.15147972,90.81944275
635.973716,99.28125,31.13461494,91.69319153
636.623716,99.34375,31.75362396,88.23070526
637.278716,99.25,30.91118431,90.35929108
637.958716,99.3125,31.1809597,92.01468658
639.938716,99.5,32.30437851,94.54129028
640.598716,99.34375,33.26612091,92.96310425
641.238716,99.28125,33.2182579,92.38952637
641.863716,99.34375,33.20682144,92.38952637
642.498716,99.53125,32.27864456,92.0822525
643.148716,99.34375,31.84565926,92.45320129
643.808716,99.375,32.23049927,93.92220306
644.458716,99.625,33.72317886,95.79844666
645.098716,99.5625,33.98090363,97.54873657
645.738716,99.59375,32.56700134,98.60096741
646.353716,99.5,31.88610458,98.60336304
647.033716,99.5,32.12372971,99.9645462
647.648716,99.34375,33.01969528,102.498024
648.253716,99.3125,33.43640518,98.62854004
648.858716,99.5625,33.85811615,93.30242157
649.433716,99.5,31.57202148,86.09390259
650.048716,99.375,30.58183479,86.09390259
650.633716,99.5,30.44706726,82.10486603
651.383716,99.34375,32.02745438,86.83946991
652.108716,99.5,32.61245346,86.44194794
652.768716,99.40625,32.79084778,85.39585876
653.503716,99.25,33.31540298,85.79466248
654.203716,99.5,32.14416122,87.50208282
654.913716,99.5,32.2072258,86.05457306
655.598716,99.25,31.28616142,84.0262146
656.288716,99.28125,32.22594452,89.11175537
657.003716,99.5625,31.37756538,88.18268585
657.633716,99.40625,32.04226685,85.71478271
658.353716,99.375,32.05347824,83.85868835
659.063716,99.25,32.66973877,87.40976715
659.773716,99.34375,32.91807938,84.60771942
660.408716,99.375,33.65476227,82.93536377
661.158716,99.28125,33.467659,85.13864136
661.883716,99.59375,32.01472092,85.68527222
662.598716,99.28125,33.47234726,86.86394501
663.293716,99.40625,33.93961334,89.68884277
663.983716,99.25,34.24794769,87.48849487
664.598716,99.28125,33.18974686,86.19552612
665.288716,99.3125,33.4235611,87.2484436
665.983716,99.25,33.66299438,85.70994568
666.668716,99.5,34.69094849,82.49799347
667.368716,99.28125,34.74954987,85.78442383
668.088716,99.25,34.19571304,88.0746994
668.788716,99.53125,33.33270645,89.98477936
669.473716,99.34375,31.86677551,90.77005005
670.138716,99.40625,32.29440689,90.85263824
670.808716,99.21875,33.24120331,88.17480469
671.458716,98.46875,31.62068939,81.96955872
672.138716,98.5,32.23923111,81.63402557
672.868716,98.625,32.7621994,82.12298584
673.608716,98.21875,34.18435287,80.12808228
674.338716,99.375,35.2036438,81.269104
675.083716,99.5,34.46770859,79.43014526
675.833716,99.28125,35.75179291,75.72576904
676.578716,99.40625,37.24419022,77.80194092
677.373716,99.53125,37.1875,79.17608643
678.153716,99.28125,36.9561348,109.5485992
678.903716,99.3125,37.25801849,79.53951263
679.698716,99.40625,36.88162231,78.63507843
680.468716,99.5625,36.4453125,70.6427536
681.223716,99.3125,37.66920853,74.9523468
682.073716,98.25,37.11645889,74.1388855
682.873716,98.28125,37.28989029,70.71523285
683.683716,98.4375,37.32227707,74.26241302
684.538716,98.34375,37.26242065,76.50932312
685.348716,98.5,38.70458221,81.33990479
686.138716,98.34375,39.34574127,74.99626923
686.903716,98.40625,37.29602432,72.54599762
687.683716,98.4375,34.54141235,74.01747131
688.513716,98.25,33.01250076,76.51740265
692.268716,99.5,40.98291016,94.23205566
692.908716,99.5,43.74491119,95.06652832
693.548716,99.53125,44.02033615,92.56397247
694.188716,99.5,43.27246094,92.30489349
694.818716,99.28125,40.57470703,89.86634827
695.458716,99.28125,37.97541428,89.86634827
696.103716,99.4375,34.36157608,80.20170593
696.773716,99.5625,33.28288269,78.17906952
697.518716,99.5625,34.29809189,79.69062042
698.288716,99.28125,33.44416809,71.09296417
699.048716,99.34375,34.85731506,66.44447327
699.883716,98.3125,35.63263702,67.50627136
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
